feature_index,feature_name,control_mean,control_std,control_median,control_iqr,irbd_mean,irbd_std,irbd_median,irbd_iqr,mean_difference,median_difference,percent_change,control_normal,irbd_normal,control_shapiro_p,irbd_shapiro_p,test_type,test_statistic,p_value,p_value_corrected,is_significant,effect_size,effect_size_interpretation,is_large_effect,significant_and_large
979,Feature_0979,0.029687556,0.008962353,0.029286336,0.011661728844046593,0.05643853,0.021424204,0.053308744,0.027646957896649837,0.026750976,0.024022408,90.10838,True,True,0.9247015024130989,0.08721143687664583,Independent t-test,-7.465190668526896,6.574158222130526e-10,6.731938019461659e-07,True,1.6290382146835327,Large,True,True
323,Feature_0323,0.004271825,0.0019717126,0.004325454,0.002225835167337209,0.008664221,0.0038474952,0.008176276,0.004379190388135612,0.0043923957,0.0038508223,102.82247,True,True,0.2895386475609232,0.3129992282946361,Independent t-test,-6.584326569189588,1.1832663824683354e-08,1.2116647756475754e-05,True,1.4368178844451904,Large,True,True
249,Feature_0249,0.015841559,0.006844637,0.016071878,0.008673271397128701,0.030493703,0.01308807,0.029056132,0.014074476435780525,0.014652144,0.0129842535,92.49181,True,True,0.9719054306015062,0.3812873520854117,Independent t-test,-6.429120469423334,2.0863065813971558e-08,2.1363779393506875e-05,True,1.4029492139816284,Large,True,True
466,Feature_0466,0.0037681893,0.0012951293,0.003717373,0.0018710544682107866,0.0064821895,0.0025640882,0.0060715983,0.003369819954968989,0.0027140002,0.0023542254,72.02399,True,True,0.887924643972881,0.33825831896792224,Independent t-test,-6.122902225626535,7.394595677671409e-08,7.572065973935523e-05,True,1.336126685142517,Large,True,True
709,Feature_0709,0.012231902,0.005554471,0.012865568,0.006814663065597415,0.022162423,0.010440596,0.019770052,0.013430932071059942,0.00993052,0.0069044847,81.18541,True,True,0.5779361887825644,0.31419138067250485,Independent t-test,-5.441926677568885,9.367677118951132e-07,0.000959250136980596,True,1.187525749206543,Large,True,True
743,Feature_0743,0.43301296,0.06671058,0.42259923,0.06573355942964554,0.34644523,0.081540704,0.3456284,0.10018091648817062,-0.08656773,-0.076970816,-19.99195,True,True,0.42963030454234774,0.9817951774353681,Independent t-test,5.325189530234801,9.253458673107692e-07,0.0009475541681262276,True,-1.1620515584945679,Large,True,True
881,Feature_0881,2.658343,0.24581295,2.620945,0.2609013319015503,2.3061872,0.35131553,2.3544812,0.4288164973258972,-0.35215592,-0.26646376,-13.247196,True,True,0.06895823867781457,0.23345343700624305,Independent t-test,5.322697891226419,1.06916255170942e-06,0.001094822452950446,True,-1.1615079641342163,Large,True,True
479,Feature_0479,1.9382864,0.19209582,1.9177558,0.2003072202205658,1.6895072,0.23738861,1.7413473,0.3123554587364197,-0.24877918,-0.17640853,-12.835007,True,True,0.6873309007019697,0.1210981249349245,Independent t-test,5.279643293427791,1.1202378552540013e-06,0.0011471235637800974,True,-1.152112603187561,Large,True,True
678,Feature_0678,1.0895205,0.12472235,1.0536814,0.1687586009502411,0.9292512,0.15764415,0.944788,0.1978241205215454,-0.16026926,-0.108893394,-14.710073,True,True,0.060842463651681555,0.06575664682240702,Independent t-test,5.1670745336151285,1.7852167569341686e-06,0.0018280619591005886,True,-1.1275482177734375,Large,True,True
744,Feature_0744,0.07502203,0.02631224,0.07363165,0.028471987694501877,0.1107416,0.038239717,0.10368256,0.04986780881881714,0.035719573,0.030050911,47.612114,True,True,0.572462995551174,0.10057570671282529,Independent t-test,-4.987082855447278,4.033714191706083e-06,0.004130523332307029,True,1.0882707834243774,Large,True,True
314,Feature_0314,0.011259515,0.0042126114,0.0111476565,0.004631936550140381,0.017192231,0.0065338314,0.015997618,0.008844454307109118,0.0059327167,0.004849962,52.690697,True,True,0.7241329527218945,0.15776422240092802,Independent t-test,-4.945687059934605,5.006720282748573e-06,0.005126881569534539,True,1.079237461090088,Large,True,True
1018,Feature_1018,0.02142353,0.009340914,0.02031966,0.009620639029890299,0.034061737,0.014444421,0.029545715,0.017460660077631474,0.0126382075,0.009226056,58.992184,True,True,0.07086276455866741,0.08370747557586411,Independent t-test,-4.761481168562024,1.0005971716112333e-05,0.010246115037299029,True,1.0390403270721436,Large,True,True
300,Feature_0300,5.0444913,0.49106213,4.971009,0.6248451471328735,4.461268,0.6557911,4.5661077,0.8798559904098511,-0.58322334,-0.40490103,-11.561589,True,True,0.7746626705160622,0.3679937379931084,Independent t-test,4.613518486389503,1.5755505340917855e-05,0.016133637469099883,True,-1.0067522525787354,Large,True,True
535,Feature_0535,1.2573568,0.08355019,1.2535491,0.08862379193305969,1.1681871,0.09572052,1.1767957,0.12788134813308716,-0.08916962,-0.07675338,-7.091831,True,True,0.1534776131430967,0.1465092190028387,Independent t-test,4.548296049249717,1.8867537537046905e-05,0.01932035843793603,True,-0.9925195574760437,Large,True,True
509,Feature_0509,0.0016819473,0.0007482559,0.0016803686,0.0011744903458748013,0.0026696636,0.0012278652,0.002589858,0.0012670389551203698,0.0009877164,0.00090948935,58.724575,True,True,0.6691814628722859,0.34425100262799424,Independent t-test,-4.451741557257681,3.260921137394322e-05,0.03339183244691786,True,0.9714496731758118,Large,True,True
866,Feature_0866,3.265763,0.3679261,3.2005377,0.4546257257461548,2.8916926,0.43219087,3.0213213,0.5978772640228271,-0.3740704,-0.17921638,-11.454304,True,True,0.7928291954613,0.2372096461243356,Independent t-test,4.2711338593662855,5.316843100740168e-05,0.05444447335157932,False,-0.9320377707481384,Large,True,False
194,Feature_0194,1.4007361,0.20261027,1.381208,0.27860745787620544,1.195831,0.23837343,1.2462813,0.3394245505332947,-0.20490515,-0.13492668,-14.628391,True,True,0.8087742376104776,0.6251463645343518,Independent t-test,4.244694880646028,5.856679322286351e-05,0.05997239626021223,False,-0.9262683391571045,Large,True,False
